Date;Heure;Dept;Com;Adresse;Code postal;Carr;Segm;Lieu 1 NomV;Lieu 2 NomV;Véhicule 1 Cadmin;Véhicule 1 LVeh;Véhicle 2 CAdmin;Véhicule 2 LVeh;Véhicule 3 CAdmin;Véhicule 3 LVeh;Usager 1 CatU;Usager 1 Grav;Usager 1 Lveh;Usager 2 CatU;Usager 2 Grav;Usager 2 Lveh;Usager 3 CatU;Usager 3 Grav;Usager 3 Lveh;Usager 4 CatU;Usager 4 Grav;Usager 4 Lveh;Coordonnées
2012-11-14;15:15;75;107;11BIS, BOULEVARD RASPAIL;75107;1_75107_4501;;BOULEVARD RASPAIL;RUE DE LUYNES;Scoo>125;A;VL;B;;;Cond;Indem;A;Piéto;BL;A;Cond;Indem;B;;;;48.854835, 2.32602
2013-07-30;17:30;75;107;13, BOULEVARD RASPAIL;75107;1_75107_4501;;BOULEVARD RASPAIL;RUE DE LUYNES;VL;A;Scoo<=50;B;;;Cond;Indem;A;Cond;BL;B;Pass;BL;B;;;;48.854616, 2.326161
2012-05-07;10:50;75;107;17, BOULEVARD RASPAIL;75107;1_75107_4514;;BOULEVARD RASPAIL;RUE DE GRENELLE;Scoo50-125;A;;;;;Cond;BL;A;;;;;;;;;;48.854045, 2.326326
2012-01-06;17:15;75;107;43, RUE DU BAC;75107;1_75107_4551;;RUE DU BAC;RUE DE GRIBEAUVAL;Cyclo;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.85646, 2.326685
2013-06-28;09:20;75;107;29, RUE DU BAC;75107;1_75107_4688;;RUE DU BAC;RUE DE L UNIVERSITE;VL;A;Moto>125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.857441, 2.327972
2012-11-30;07:55;75;107;QUAI ANATOLE FRANCE;75107;1_75107_4704;;QUAI ANATOLE FRANCE;PORT DE SOLFERINO;Cyclo;A;Moto>125;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.861295, 2.323356
2012-03-22;19:35;75;107;14, AVENUE DE LOWENDAL;75107;;;AVENUE DE LOWENDAL;;VL;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.851245, 2.306347
2013-08-10;10:05;75;107;55, AVENUE BOSQUET;75107;;;AVENUE BOSQUET;;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.856818, 2.304722
2012-06-12;10:00;75;107;35, AVENUE DE LA MOTTE P;75107;;;AVENUE DE LA MOTTE PICQUET;;Scoo50-125;A;;;;;Cond;BL;A;;;;;;;;;;48.854812, 2.306681
2012-05-14;18:45;75;107;33, RUE MALAR;75107;;;RUE MALAR;;Scoo<=50;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.859977, 2.306133
2013-04-18;09:45;75;107;29, AVENUE DE SUFFREN;75107;;;AVENUE DE SUFFREN;;Scoo<=50;A;;;;;Cond;BL;A;;;;;;;;;;48.855313, 2.294682
2012-09-10;15:35;75;107;67 BIS, QUAI BRANLY;75107;;;QUAI BRANLY;;Bicy;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.85763, 2.291636
2013-11-10;04:30;75;107;51, QUAI BRANLY;75107;;;QUAI BRANLY;;Scoo<=50;A;;;;;Cond;BH;A;;;;;;;;;;48.860809, 2.29711
2012-04-29;11:35;75;107;69, QUAI D ORSAY;75107;;;QUAI D ORSAY;;VL;A;;;;;Cond;BL;A;;;;;;;;;;48.862249, 2.30598
2013-08-01;07:46;75;107;38, RUE DE SEVRES;75107;;;RUE DE SEVRES;;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.849891, 2.323322
2012-06-11;18:15;75;107;72, RUE DE SEVRES;75107;;;RUE DE SEVRES;;VL;A;Scoo<=50;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.84772, 2.318734
2013-12-16;15:30;75;107;34, RUE VANEAU;75107;;;RUE VANEAU;;VL;A;Scoo50-125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.852252, 2.318966
2012-07-29;13:40;75;116;PLACE D IENA;75116;1_75116_2020;;PLACE D IENA;AVENUE PIERRE 1ER DE SERBIE;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.864657, 2.293846
2012-01-17;20:00;75;116;1, PLACE DE LA PORTE DE;75116;1_75116_204;;PLACE DE LA PORTE DE SAINT CLOUD;AVENUE DE LA PORTE DE SAINT CLOUD;Moto>125;A;;;;;Piéto;BL;A;Cond;Indem;A;;;;;;;48.857247, 2.264142
2013-11-13;19:40;75;116;AVENUE DE LA PORTE DE SA;75116;1_75116_204;;AVENUE DE LA PORTE DE SAINT CLOUD;PLACE DE LA PORTE DE SAINT CLOUD;VL;A;;;;;Piéto;BL;A;;;;;;;;;;48.838755, 2.254438
2013-06-15;05:25;75;109;41, RUE DE CHATEAUDUN;75109;1_75109_5364;;RUE DE CHATEAUDUN;RUE TAITBOUT;VL;A;Scoo<=50;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.876152, 2.335471
2013-11-11;04:45;75;109;RUE DE CHATEAUDUN;75109;1_75109_5364;;RUE DE CHATEAUDUN;RUE TAITBOUT;VL;A;VL;B;;;Cond;BL;B;Cond;Indem;A;;;;;;;48.876049, 2.337432
2012-07-28;19:00;75;109;13, RUE DUPERRE;75109;1_75109_5391;;RUE DUPERRE;PASSAGE COLLIN;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.881988, 2.335665
2013-08-08;02:40;75;109;65, RUE JEAN BAPTISTE PI;75109;1_75109_5444;;RUE VICTOR MASSE;RUE PIGALLE;Scoo>125;A;Scoo<=50;B;;;Cond;BL;A;Pass;BL;A;Cond;BL;B;;;;48.881315, 2.336181
2012-11-29;21:15;75;109;20, RUE LA FAYETTE;75109;1_75109_5471;;RUE LA FAYETTE;RUE PILLET WILL;VU;A;Scoo>125;B;;;Cond;Indem;A;Cond;Indem;B;Pass;BL;B;;;;48.873828, 2.336218
2013-09-03;22:20;75;109;38, RUE NOTRE DAME DE LO;75109;1_75109_5520;;RUE NOTRE DAME DE LORETTE;RUE HENRY MONNIER;Moto>125;A;;;;;Cond;Indem;A;Pass;BL;A;;;;;;;48.878979, 2.336987
2012-05-25;18:15;75;109;2, RUE LAFFITTE;75109;1_75109_5550;;RUE LAFFITTE;BOULEVARD DES ITALIENS;Scoo50-125;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.871583, 2.337219
2013-10-24;08:35;75;109;15, RUE SAINT LAZARE;75109;1_75109_5553;;RUE SAINT LAZARE;RUE SAINT GEORGES;Bicy;A;Moto50-125;B;;;Cond;BL;A;Cond;BL;B;;;;;;;48.876682, 2.337325
2012-02-21;00:20;75;109;9, BOULEVARD HAUSSMANN;75109;1_75109_5588;;BOULEVARD HAUSSMANN;RUE LAFFITTE;VL;A;Scoo50-125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.872494, 2.336375
2013-06-10;10:20;75;109;17, RUE LAFFITTE;75109;1_75109_5608;;RUE LAFFITTE;RUE PILLET WILL;VL;A;Scoo>125;B;;;Cond;Indem;A;Cond;BL;B;Pass;BL;B;;;;48.873095, 2.337621
2013-01-18;01:00;75;109;02, BOULEVARD HAUSSMANN;75109;1_75109_5857;;BOULEVARD HAUSSMANN;BOULEVARD DES ITALIENS;Scoo50-125;A;;;;;Cond;BL;A;;;;;;;;;;48.872942, 2.333361
2013-09-02;10:00;75;109;1, RUE DE MAUBEUGE;75109;1_75109_5866;;RUE DE MAUBEUGE;RUE DU FAUBOURG MONTMARTRE;VL;A;VU;Z;;;Cond;BL;A;;;;;;;;;;48.876109, 2.340227
2013-08-17;18:50;75;109;35, RUE LAMARTINE;75109;1_75109_5893;;RUE LAMARTINE;RUE MILTON;VL;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.876536, 2.340444
2012-02-24;13:31;75;109;06, RUE DROUOT;75109;1_75109_5895;;RUE DROUOT;RUE ROSSINI;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;Piéto;BL;A;;;;48.873516, 2.340571
2013-06-18;15:00;75;109;0, RUE DU FAUBOURG MONTM;75109;1_75109_6111;;RUE DU FAUBOURG MONTMARTRE;RUE DE PROVENCE;VL;A;Scoo50-125;B;;;Cond;Indem;A;Cond;BH;B;;;;;;;48.874028, 2.341995
2013-10-06;11:00;75;109;20, RUE LAMARTINE;75109;1_75109_6142;;RUE LAMARTINE;RUE BUFFAULT;Moto>125;A;;;;;Cond;BL;A;Piéto;BL;A;;;;;;;48.876585, 2.342605
2013-06-07;09:39;75;109;02, BOULEVARD MONTMARTRE;75109;1_75109_6219;;BOULEVARD MONTMARTRE;RUE DU FAUBOURG MONTMARTRE;Moto50-125;A;Bus;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.871824, 2.341703
2012-12-26;23:30;75;109;39, BOULEVARD DE ROCHECH;75109;1_75109_6366;;BOULEVARD DE ROCHECHOUART;RUE DE DUNKERQUE;Cyclo;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.882808, 2.344892
2013-06-30;15:30;75;109;10, PLACE D ANVERS;75109;1_75109_6366;;PLACE D ANVERS;RUE DE DUNKERQUE;VL;Z;;;;;Piéto;BL;Z;;;;;;;;;;48.882447, 2.344759
2012-06-21;16:50;75;109;65 BIS, RUE LA FAYETTE;75109;1_75109_6373;;RUE LA FAYETTE;RUE SAULNIER;VL;A;Scoo50-125;B;;;Cond;BL;B;Cond;Indem;A;;;;;;;48.87611, 2.344429
2012-09-04;19:25;75;109;14, RUE ROUGEMONT;75109;1_75109_6573;;RUE ROUGEMONT;RUE BERGERE;VL;A;Scoo<=50;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.872103, 2.346161
2013-09-30;18:45;75;109;AVENUE TRUDAINE;75109;1_75109_6642;;AVENUE TRUDAINE;RUE DE ROCHECHOUART;Bicy;A;VU;B;;;Cond;Indem;B;Cond;BL;A;;;;;;;48.88123, 2.343191
2012-08-30;17:20;75;109;10, BOULEVARD POISSONNIE;75109;1_75109_6660;;BOULEVARD POISSONNIERE;RUE DU SENTIER;Scoo50-125;A;;;;;Cond;BL;A;;;;;;;;;;48.871025, 2.346947
2013-09-14;20:20;75;109;5, RUE DU CONSERVATOIRE;75109;1_75109_6674;;RUE DU CONSERVATOIRE;RUE SAINTE CECILE;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.873399, 2.346942
2012-12-02;14:00;75;109;13, RUE DU FAUBOURG POIS;75109;1_75110_6930;;RUE DU FAUBOURG POISSONNIERE;RUE DE L ECHIQUIER;VL;A;Scoo>125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.871925, 2.347798
2012-10-15;07:25;75;109;39, RUE SAINT LAZARE;75109;;;RUE SAINT LAZARE;;VU;Z;;;;;Piéto;BL;Z;;;;;;;;;;48.876776, 2.335559
2013-09-03;17:50;75;109;107, RUE SAINT LAZARE;75109;;;RUE SAINT LAZARE;;Scoo<=50;A;;;;;Cond;BL;A;Pass;BL;A;Piéto;Indem;A;;;;48.875595, 2.327411
2013-10-16;08:40;75;109;99, RUE SAINT LAZARE;75109;;;RUE SAINT LAZARE;;VL;A;Bicy;B;;;Cond;BL;B;Cond;Indem;A;;;;;;;48.875719, 2.328387
2012-09-30;19:40;75;109;29, BOULEVARD HAUSSMANN;75109;;;BOULEVARD HAUSSMANN;;VL;A;Scoo>125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.872941, 2.332228
2012-04-30;16:15;75;109;16, BOULEVARD HAUSSMANN;75109;;;BOULEVARD HAUSSMANN;;VL;A;Bicy;B;;;Cond;Indem;A;Cond;BH;B;;;;;;;48.872619, 2.336653
2012-07-01;05:15;75;109;9, RUE PILLET WILL;75109;;;RUE PILLET WILL;;VL;A;;;;;Cond;BL;A;;;;;;;;;;48.873375, 2.336132
2012-02-18;17:05;75;109;6, RUE AUBER;75109;;;RUE AUBER;;Bus;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.872319, 2.329881
2013-12-23;21:00;75;109;21, RUE AUBER;75109;;;RUE AUBER;;Bus;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.873345, 2.32756
2012-06-26;21:13;75;109;12, RUE DE MOGADOR;75109;;;RUE DE MOGADOR;;Moto>125;Z;;;;;Piéto;BL;Z;;;;;;;;;;48.874025, 2.331343
2012-04-25;17:20;75;109;24, RUE DE LA CHAUSSEE D;75109;;;RUE DE LA CHAUSSEE D ANTIN;;Scoo<=50;A;;;;;Cond;BL;A;;;;;;;;;;48.872566, 2.33359
2013-12-09;21:30;75;109;14, RUE CLAUZEL;75109;;;RUE CLAUZEL;;Scoo50-125;A;;;;;Cond;BL;A;;;;;;;;;;48.879201, 2.338432
2012-08-01;12:09;75;109;4, CITE BERGERE;75109;;;CITE BERGERE;;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.871853, 2.344139
2013-05-12;12:30;75;109;60, RUE RICHER;75109;;;RUE RICHER;;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.874099, 2.342556
2013-03-26;17:50;75;109;45, BOULEVARD DE ROCHECH;75109;;;BOULEVARD DE ROCHECHOUART;;Bus;A;;;;;Piéto;BL;A;Cond;Indem;A;;;;;;;48.882479, 2.342987
2012-05-01;13:10;75;109;64, RUE CONDORCET;75109;;;RUE CONDORCET;;Scoo50-125;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.880382, 2.341696
2013-12-20;02:15;75;109;41, RUE PIERRE FONTAINE;75109;;;RUE PIERRE FONTAINE;;Moto50-125;A;;;;;Cond;BL;A;;;;;;;;;;48.883125, 2.332838
2012-09-09;21:40;75;109;69, BOULEVARD DE CLICHY;75109;;;BOULEVARD DE CLICHY;;Scoo<=50;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.883873, 2.33143
2013-07-23;02:35;75;109;73, BOULEVARD DE CLICHY;75109;;;BOULEVARD DE CLICHY;;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.883948, 2.331118
2013-11-26;18:05;75;109;23, BOULEVARD DE CLICHY;75109;;;BOULEVARD DE CLICHY;;Moto>125;A;;;;;Cond;BL;A;;;;;;;;;;48.882447, 2.336371
2013-08-19;18:35;75;109;92, RUE LA FAYETTE;75109;;;RUE LA FAYETTE;;Bicy;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.877122, 2.348799
2013-07-10;06:23;75;109;88, RUE LA FAYETTE;75109;;;RUE LA FAYETTE;;VL;A;;;;;Cond;Indem;A;Piéto;BH;A;;;;;;;48.876842, 2.348024
2013-12-29;16:10;75;109;10, BOULEVARD POISSONNIE;75109;;;BOULEVARD POISSONNIERE;;Scoo50-125;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.871025, 2.346947
2013-02-26;14:05;75;109;14, RUE BERGERE;75109;;;RUE BERGERE;;VL;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.872267, 2.346395
2012-11-30;18:10;75;109;35, BOULEVARD DE ROCHECH;75109;;;BOULEVARD DE ROCHECHOUART;;Moto50-125;A;Bus;B;;;Cond;Indem;A;Cond;Indem;B;Pass;BL;B;;;;48.882872, 2.345217
2012-08-09;06:50;75;110;34, BOULEVARD DE BONNE N;75110;1_75110_6948;;BOULEVARD DE BONNE NOUVELLE;RUE THOREL;Moto50-125;A;VL;B;;;Cond;BH;A;Cond;Indem;B;;;;;;;48.870706, 2.349363
2013-09-26;12:55;75;110;28, BOULEVARD DE BONNE N;75110;1_75110_6999;;BOULEVARD DE BONNE NOUVELLE;RUE D HAUTEVILLE;VL;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.870556, 2.350048
2012-07-12;06:20;75;110;140, BOULEVARD DE MAGENT;75110;1_75110_7000;;BOULEVARD DE MAGENTA;BOULEVARD DE LA CHAPELLE;Scoo50-125;A;;;;;Cond;BL;A;;;;;;;;;;48.881224, 2.351884
2013-02-18;13:20;75;110;18, CITE D HAUTEVILLE;75110;1_75110_7067;;RUE D HAUTEVILLE;RUE D ENGHIEN;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.876439, 2.352072
2012-07-08;17:30;75;110;152, BOULEVARD DE MAGENT;75110;1_75110_7138;;BOULEVARD DE MAGENTA;RUE AMBROISE PARE;Scoo50-125;A;VL;B;;;Cond;Indem;B;Cond;BL;A;;;;;;;48.881903, 2.351087
2012-03-10;16:45;75;110;152, BOULEVARD DE MAGENT;75110;1_75110_7138;;BOULEVARD DE MAGENTA;RUE AMBROISE PARE;VL;A;Scoo<=50;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.881903, 2.351087
2013-01-15;12:55;75;110;14, BOULEVARD DE BONNE N;75110;1_75110_7172;;BOULEVARD DE BONNE NOUVELLE;RUE DE MAZAGRAN;Scoo<=50;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.870142, 2.351356
2012-03-16;17:45;75;110;41, RUE DE DUNKERQUE;75110;1_75110_7194;;RUE DE DUNKERQUE;RUE DE ROCROY;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.8808, 2.351055
2013-02-14;17:25;75;110;127, RUE LA FAYETTE;75110;1_75110_7292;;PLACE FRANZ LISZT;RUE DES PETITS HOTELS;Scoo50-125;A;VL;B;;;Cond;Indem;B;Cond;BL;A;;;;;;;48.878563, 2.353615
2013-06-07;01:30;75;110;123, BOULEVARD DE MAGENT;75110;1_75110_7329;;BOULEVARD DE MAGENTA;RUE DE DUNKERQUE;Scoo<=50;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.880162, 2.352513
2012-10-16;16:20;75;110;27, BOULEVARD DE STRASBO;75110;1_75110_7639;;BOULEVARD DE STRASBOURG;PASSAGE DE L INDUSTRIE;VU;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.870964, 2.355118
2012-06-03;20:45;75;110;19, RUE DE SAINT QUENTIN;75110;1_75110_7674;;RUE DE SAINT QUENTIN;RUE DE VALENCIENNES;Moto50-125;A;;;;;Cond;BL;A;;;;;;;;;;48.878131, 2.355477
2012-01-26;19:15;75;110;2, RUE DU FAUBOURG SAINT;75110;1_75110_7687;;RUE DU FAUBOURG SAINT MARTIN;BOULEVARD SAINT DENIS;Bicy;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.869954, 2.352846
2012-02-05;08:30;75;110;143, RUE LA FAYETTE;75110;1_75110_7700;;RUE LA FAYETTE;RUE DE SAINT QUENTIN;VL;A;Scoo50-125;B;;;Cond;BL;B;Cond;Indem;A;;;;;;;48.87914, 2.355992
2012-09-17;16:15;75;110;150, RUE LA FAYETTE;75110;1_75110_7700;;RUE LA FAYETTE;RUE DE SAINT QUENTIN;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;Piéto;BL;A;;;;48.878964, 2.355881
2013-03-20;20:20;75;110;70, BOULEVARD DE MAGENTA;75110;1_75110_7805;;BOULEVARD DE MAGENTA;RUE SAINT LAURENT;VL;A;VL;B;;;Cond;Indem;B;Cond;Indem;A;Pass;BL;A;;;;48.875333, 2.357168
2012-01-27;21:40;75;110;158, RUE LA FAYETTE;75110;1_75110_7837;;RUE LA FAYETTE;RUE DU FAUBOURG SAINT DENIS;VL;A;Scoo50-125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.8793, 2.357389
2013-08-11;18:55;75;110;63, RUE DU FAUBOURG SAIN;75110;1_75110_7850;;RUE DU FAUBOURG SAINT MARTIN;RUE DU CHATEAU D EAU;Scoo50-125;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.871698, 2.3571
2012-06-02;23:00;75;110;01, RUE DE L AQUEDUC;75110;1_75110_7932;;RUE DE L AQUEDUC;RUE LA FAYETTE;VU;A;;;;;Cond;BL;A;;;;;;;;;;48.881979, 2.363054
2012-01-06;09:45;75;110;101, RUE DU FAUBOURG SAI;75110;1_75110_7940;;RUE DU FAUBOURG SAINT MARTIN;BOULEVARD DE MAGENTA;Car;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.874755, 2.355524
2012-11-30;11:40;75;110;168, RUE LA FAYETTE;75110;1_75110_7980;;RUE LA FAYETTE;RUE D ALSACE;Moto>125;A;VU;B;;;Cond;BH;A;Cond;Indem;B;;;;;;;48.87972, 2.358801
2012-05-05;22:30;75;110;52, BOULEVARD DE MAGENTA;75110;1_75110_7983;;BOULEVARD DE MAGENTA;RUE DES VINAIGRIERS;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.873123, 2.359145
2013-07-23;11:15;75;110;54, BOULEVARD DE MAGENTA;75110;1_75110_7983;;BOULEVARD DE MAGENTA;RUE DES VINAIGRIERS;VU;A;Scoo>125;B;;;Cond;BL;B;Cond;Indem;A;;;;;;;48.873347, 2.358769
2012-08-21;17:30;75;110;140, RUE DU FAUBOURG SAI;75110;1_75110_8006;;RUE DU FAUBOURG SAINT MARTIN;RUE SIBOUR;VL;A;VL;B;Cyclo;C;Cond;BL;B;Cond;BL;C;Cond;BL;A;;;;48.877356, 2.356416
2013-04-17;17:35;75;110;138, RUE DU FAUBOURG SAI;75110;1_75110_8006;;RUE DU FAUBOURG SAINT MARTIN;RUE SIBOUR;Bicy;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.87474, 2.359097
2013-02-27;22:40;75;110;37, BOULEVARD DE LA CHAP;75110;1_75110_8042;;BOULEVARD DE LA CHAPELLE;RUE LOUIS BLANC;VL;A;Scoo>125;B;;;Cond;Indem;A;Cond;BL;B;Pass;BL;B;;;;48.884247, 2.358986
2013-04-06;14:00;75;110;37, BOULEVARD DE LA CHAP;75110;1_75110_8042;;BOULEVARD DE LA CHAPELLE;RUE DU FAUBOURG SAINT DENIS;VL;A;PL>7,5;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.884247, 2.358986
2012-01-30;20:10;75;110;52, RUE RENE BOULANGER;75110;1_75110_8092;;RUE RENE BOULANGER;RUE DE LANCRY;Scoo50-125;A;;;;;Cond;BL;A;;;;;;;;;;48.868705, 2.359705
2012-04-20;16:45;75;110;229, BOULEVARD DE MAGENT;75110;1_75110_8133;;BOULEVARD DE MAGENTA;RUE LUCIEN SAMPAIX;Bicy;A;;;;;Cond;BL;A;Piéto;BH;A;;;;;;;48.881849, 2.365864
2012-01-20;14:45;75;110;16, RUE DU CHATEAU D EAU;75110;1_75110_8157;;RUE DU CHATEAU D EAU;RUE DE LANCRY;VL;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.869947, 2.360654
2012-06-25;13:30;75;110;21, BOULEVARD DE MAGENTA;75110;1_75110_8166;;BOULEVARD DE MAGENTA;RUE PIERRE CHAUSSON;VL;A;Cyclo;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.870835, 2.36086
2013-07-15;14:45;75;110;21, BOULEVARD DE MAGENTA;75110;1_75110_8166;;BOULEVARD DE MAGENTA;RUE PIERRE CHAUSSON;Scoo<=50;A;VL;B;;;Piéto;BL;A;Cond;BL;A;Cond;Indem;B;;;;48.870835, 2.36086
2012-06-23;20:30;75;110;15, BOULEVARD DE MAGENTA;75110;1_75110_8198;;BOULEVARD DE MAGENTA;RUE DE LANCRY;Scoo50-125;A;;;;;Piéto;BL;A;Cond;Indem;A;;;;;;;48.870262, 2.361201
2013-05-29;14:00;75;110;25, BOULEVARD DE MAGENTA;75110;1_75110_8198;;BOULEVARD DE MAGENTA;PLACE JACQUES BONSERGENT;Scoo50-125;A;Bicy;Z;;;Cond;BL;A;;;;;;;;;;48.871011, 2.360525
2013-03-11;10:30;75;110;19, BOULEVARD DE MAGENTA;75110;1_75110_8198;;BOULEVARD DE MAGENTA;RUE DE LANCRY;VU;A;;;;;Cond;BL;A;;;;;;;;;;48.870586, 2.36091
2012-07-25;13:00;75;110;172, RUE DU FAUBOURG SAI;75110;1_75110_8212;;RUE DU FAUBOURG SAINT MARTIN;IMPASSE BOUTRON;Scoo50-125;A;VU;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.880007, 2.357524
2012-05-11;17:30;75;110;0, RUE DU TERRAGE;75110;1_75110_8231;;RUE DU TERRAGE;RUE DU FAUBOURG SAINT MARTIN;VL;A;Scoo50-125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.877375, 2.362828
2013-04-20;17:35;75;110;42, RUE DE LANCRY;75110;1_75110_8274;;RUE DE LANCRY;RUE YVES TOUDIC;Moto>125;A;;;;;Cond;BL;A;;;;;;;;;;48.871566, 2.362263
2013-04-25;16:50;75;110;16, PLACE DE LA REPUBLIQ;75110;1_75110_8290;;PLACE DE LA REPUBLIQUE;BOULEVARD SAINT MARTIN;Moto50-125;A;;;;;Cond;BL;A;Piéto;BL;A;;;;;;;48.868202, 2.362304
2012-03-16;09:35;75;110;12, PLACE DE LA REPUBLIQ;75110;1_75110_8361;;PLACE DE LA REPUBLIQUE;BOULEVARD DE MAGENTA;Scoo<=50;A;VU;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.868234, 2.363824
2012-01-05;20:50;75;110;14, PLACE DE LA REPUBLIQ;75110;1_75110_8361;;PLACE DE LA REPUBLIQUE;BOULEVARD DE MAGENTA;VL;A;;;;;Cond;BL;A;;;;;;;;;;48.868495, 2.363168
2013-12-13;11:10;75;110;5, RUE BEAUREPAIRE;75110;1_75110_8396;;RUE BEAUREPAIRE;RUE ALBERT THOMAS;VL;Z;;;;;Piéto;BL;Z;;;;;;;;;;48.869247, 2.363217
2013-03-29;17:20;75;110;106, QUAI DE JEMMAPES;75110;1_75110_8420;;QUAI DE JEMMAPES;RUE BICHAT;VL;A;;;;;Piéto;BL;A;Cond;Indem;A;;;;;;;48.873851, 2.363834
2012-02-20;09:00;75;110;83, QUAI DE VALMY;75110;1_75110_8433;;QUAI DE VALMY;RUE DE LANCRY;Bicy;A;;;;;Cond;BL;A;Piéto;BL;A;;;;;;;48.872795, 2.363756
2012-10-10;09:45;75;110;89, QUAI DE VALMY;75110;1_75110_8433;;QUAI DE VALMY;RUE DE LANCRY;Cyclo;A;;;;;Cond;BL;A;;;;;;;;;;48.873292, 2.363319
2013-01-07;21:15;75;110;209, RUE DU FAUBOURG SAI;75110;1_75110_8475;;RUE DU FAUBOURG SAINT MARTIN;RUE ALEXANDRE PARODI;Cyclo;A;VL;B;;;Cond;Indem;B;Cond;BL;A;;;;;;;48.883962, 2.359198
2012-10-22;20:15;75;110;204, RUE LA FAYETTE;75110;1_75110_8516;;RUE LA FAYETTE;RUE LOUIS BLANC;Cyclo;Z;;;;;Piéto;BL;Z;;;;;;;;;;48.881332, 2.36513
2013-06-26;14:00;75;110;28, RUE LOUIS BLANC;75110;1_75110_8516;;RUE LOUIS BLANC;RUE LA FAYETTE;VL;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.880851, 2.365685
2013-09-23;15:00;75;110;169, QUAI DE VALMY;75110;1_75110_8655;;QUAI DE VALMY;RUE ALEXANDRE PARODI;Scoo<=50;A;VU;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.879332, 2.366748
2012-03-28;16:40;75;110;QUAI DE VALMY;75110;1_75110_8678;;QUAI DE VALMY;RUE DU FAUBOURG DU TEMPLE;VL;A;Scoo50-125;B;;;Cond;BL;A;Cond;BL;B;;;;;;;48.876025, 2.365724
2012-04-26;09:20;75;110;177, QUAI DE VALMY;75110;1_75110_8681;;RUE LOUIS BLANC;QUAI DE VALMY;VL;A;Scoo50-125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.879954, 2.36694
